,Semester,SNum,Days,CurrentEnroll,Status_Instructor,LowerDiv,Year,Location,Time2,Days2,CNum,Area,CredHours,NumAttributes,CrossList,Req,s2,SYear
279,fall,90,TBA,52,A,0,2010,online,,2,3562,Crim,3,0,0,0,2,2010.2
280,fall,90,TBA,75,P,0,2010,online,,2,3563,Crim,3,0,0,0,2,2010.2
281,fall,1,"M,W,F",23,A,0,2010,main,Morning,3,3567,Crim,3,0,0,0,2,2010.2
282,fall,90,TBA,33,A,0,2010,online,,2,3568,Crim,3,0,0,0,2,2010.2
283,fall,10,W,31,A,0,2010,main,Evening,1,3569,Crim,3,0,0,0,2,2010.2
284,fall,1,TBA,15,A,0,2010,main,,2,3593,Crim,3,0,0,0,2,2010.2
285,fall,70,H,21,G,0,2010,sandy,Evening,1,3638,Pop,3,0,1,0,2,2010.2
286,fall,1,"M,W,F",55,P,0,2010,main,Morning,3,3650,Pop,3,3,0,0,2,2010.2
287,fall,10,M,17,G,0,2010,main,Evening,1,3653,Pop,3,0,0,0,2,2010.2
288,fall,90,TBA,33,G,0,2010,online,,2,3671,Pop,3,0,1,0,2,2010.2
289,fall,90,TBA,99,G,0,2010,online,,2,3673,Pop,3,2,0,0,2,2010.2
290,fall,1,"T,H",26,G,0,2010,main,Morning,2,3769,DV,3,1,0,0,2,2010.2
291,fall,1,TBA,0,P,0,2010,main,,2,3877,,NA,NA,NA,NA,2,2010.2
292,fall,5,TBA,1,P,0,2010,main,,2,3877,,NA,NA,NA,NA,2,2010.2
293,fall,6,TBA,0,P,0,2010,main,,2,3877,,NA,NA,NA,NA,2,2010.2
294,fall,1,TBA,0,P,0,2010,main,,2,3950,,NA,NA,NA,NA,2,2010.2
295,fall,2,TBA,0,P,0,2010,main,,2,3950,,NA,NA,NA,NA,2,2010.2
296,fall,3,TBA,1,P,0,2010,main,,2,3950,,NA,NA,NA,NA,2,2010.2
297,fall,4,TBA,1,P,0,2010,main,,2,3950,,NA,NA,NA,NA,2,2010.2
298,fall,1,TBA,0,P,0,2010,main,,2,3951,,NA,NA,NA,NA,2,2010.2
299,fall,1,TBA,0,P,0,2010,main,,2,3952,,NA,NA,NA,NA,2,2010.2
300,fall,2,TBA,7,P,0,2010,main,,2,3952,,NA,NA,NA,NA,2,2010.2
301,fall,1,"M,W,F",7,G,0,2010,main,Morning,3,3960,,NA,NA,NA,NA,2,2010.2
302,fall,90,TBA,6,P,0,2010,online,,2,4439,,NA,NA,NA,NA,2,2010.2
303,fall,1,TBA,0,P,0,2010,main,,2,4693,,NA,NA,NA,NA,2,2010.2
304,fall,3,TBA,1,G,0,2010,main,,2,4693,,NA,NA,NA,NA,2,2010.2
305,fall,4,TBA,1,P,0,2010,main,,2,4693,,NA,NA,NA,NA,2,2010.2
306,fall,1,TBA,0,P,0,2010,main,,2,4999,,NA,NA,NA,NA,2,2010.2
307,fall,1,"M,W",0,P,0,2010,main,Morning,2,5120,,NA,NA,NA,NA,2,2010.2
308,fall,1,H,0,P,0,2010,main,Afternoon,1,5965,,NA,NA,NA,NA,2,2010.2
309,fall,3,"T,H",35,P,0,2007,main,Morning,2,3112,None,4,2,0,1,2,2007.2
310,fall,10,H,48,A,0,2007,main,Evening,1,3112,None,4,2,0,1,2,2007.2
311,fall,2,"T,H",43,P,0,2007,main,Morning,2,3140,None,3,0,0,1,2,2007.2
312,fall,10,T,67,A,0,2007,main,Evening,1,3140,None,3,0,0,1,2,2007.2
313,fall,1,"T,H",29,P,0,2007,main,Morning,2,3334,DV,3,0,0,0,2,2007.2
314,fall,1,"M,W,F",44,A,0,2007,main,Morning,3,3337,DV,3,2,1,0,2,2007.2
315,fall,1,"M,W,F",48,P,0,2007,main,Morning,3,3365,DV,3,2,1,0,2,2007.2
316,fall,1,"M,W,F",39,A,0,2007,main,Morning,3,3380,DV,3,1,1,0,2,2007.2
317,fall,1,"T,H",13,P,0,2007,main,Morning,2,3385,,NA,NA,NA,NA,2,2007.2
318,fall,1,TBA,5,P,0,2007,main,,2,3393,DV,3,0,0,0,2,2007.2
319,fall,1,"T,H",82,P,0,2007,main,Morning,2,3560,Crim,3,0,0,0,2,2007.2
320,fall,20,T,11,A,0,2007,bountiful,Evening,1,3560,Crim,3,0,0,0,2,2007.2
321,fall,1,"M,W,F",57,P,0,2007,main,Morning,3,3561,Crim,3,0,0,0,2,2007.2
322,fall,2,"T,H",51,G,0,2007,main,Afternoon,2,3561,Crim,3,0,0,0,2,2007.2
323,fall,70,H,29,A,0,2007,sandy,Evening,1,3561,Crim,3,0,0,0,2,2007.2
324,fall,70,T,14,A,0,2007,sandy,Evening,1,3562,Crim,3,0,0,0,2,2007.2
325,fall,10,M,40,A,0,2007,main,Evening,1,3563,Crim,3,0,0,0,2,2007.2
326,fall,1,"M,W,F",53,P,0,2007,main,Afternoon,3,3565,Crim,3,0,1,0,2,2007.2
327,fall,10,W,26,A,0,2007,main,Evening,1,3567,Crim,3,0,0,0,2,2007.2
328,fall,1,TBA,18,A,0,2007,main,,2,3593,Crim,3,0,0,0,2,2007.2
329,fall,1,"T,H",35,A,0,2007,main,Morning,2,3638,Pop,3,0,1,0,2,2007.2
330,fall,70,W,22,A,0,2007,sandy,Evening,1,3638,Pop,3,0,1,0,2,2007.2
331,fall,1,"T,H",54,P,0,2007,main,Afternoon,2,3650,Pop,3,3,0,0,2,2007.2
332,fall,1,"T,H",25,P,0,2007,main,Morning,2,3671,Pop,3,0,1,0,2,2007.2
333,fall,10,T,41,A,0,2007,main,Evening,1,3673,Pop,3,2,0,0,2,2007.2
334,fall,1,"T,H",14,P,0,2007,main,Morning,2,3741,Global,3,1,0,0,2,2007.2
335,fall,1,"T,H",8,P,0,2007,main,Morning,2,3769,DV,3,1,0,0,2,2007.2
336,fall,1,TBA,0,P,0,2007,main,,2,3877,,NA,NA,NA,NA,2,2007.2
337,fall,1,TBA,0,P,0,2007,main,,2,3950,,NA,NA,NA,NA,2,2007.2
338,fall,10,M,59,A,1,2000,main,Evening,1,1010,None,4,0,0,1,2,2000.2
339,fall,20,T,33,A,1,2000,bountiful,Evening,1,1010,None,4,0,0,1,2,2000.2
340,fall,70,W,45,A,1,2000,sandy,Evening,1,1010,None,4,0,0,1,2,2000.2
341,fall,1,"M,W,F",63,A,1,2000,main,Morning,3,1020,None,3,0,0,0,2,2000.2
342,fall,2,"T,H",56,P,1,2000,main,Morning,2,1020,None,3,0,0,0,2,2000.2
343,fall,10,T,50,A,0,2001,main,Evening,1,3438,,NA,NA,NA,NA,2,2001.2
344,fall,1,"M,W,F",9,A,0,2001,main,Morning,3,3443,,NA,NA,NA,NA,2,2001.2
345,fall,1,"T,H",54,P,0,2001,main,Morning,2,3450,,NA,NA,NA,NA,2,2001.2
346,fall,1,"M,W,F",39,P,0,2001,main,Morning,3,3471,,NA,NA,NA,NA,2,2001.2
347,fall,2,"T,H",42,P,0,2001,main,Morning,2,3471,,NA,NA,NA,NA,2,2001.2
348,fall,1,"M,W,F",43,P,0,2001,main,Morning,3,3473,,NA,NA,NA,NA,2,2001.2
349,fall,2,"T,H",42,P,0,2001,main,Morning,2,3473,,NA,NA,NA,NA,2,2001.2
350,fall,1,"M,W,F",45,P,0,2001,main,Morning,3,3560,Crim,3,0,0,0,2,2001.2
351,fall,70,H,38,A,0,2000,sandy,Evening,1,3111,None,3,0,0,1,2,2000.2
352,fall,1,"M,W,F",11,P,0,2000,main,Afternoon,3,3112,None,4,2,0,1,2,2000.2
353,fall,2,"T,H",53,P,0,2000,main,Morning,2,3112,None,4,2,0,1,2,2000.2
354,fall,1,"M,W,F",12,P,0,2000,main,Morning,3,3140,None,3,0,0,1,2,2000.2
355,fall,2,"T,H",46,P,0,2000,main,Morning,2,3140,None,3,0,0,1,2,2000.2
356,fall,10,W,38,A,0,2000,main,Evening,1,3140,None,3,0,0,1,2,2000.2
357,fall,1,"T,H",22,P,0,2000,main,Morning,2,3334,DV,3,0,0,0,2,2000.2
358,fall,1,"M,W,F",40,A,0,2000,main,Morning,3,3337,DV,3,2,1,0,2,2000.2
359,fall,1,"T,H",70,P,0,2000,main,Morning,2,3365,DV,3,2,1,0,2,2000.2
360,fall,10,T,35,A,0,2000,main,Evening,1,3380,DV,3,1,1,0,2,2000.2
361,fall,1,M,2,P,0,2001,main,Afternoon,1,5050,,NA,NA,NA,NA,2,2001.2
362,fall,1,W,1,P,0,2001,main,Afternoon,1,5110,,NA,NA,NA,NA,2,2001.2
363,fall,1,"T,H",1,P,0,2001,main,Afternoon,2,5120,,NA,NA,NA,NA,2,2001.2
364,fall,20,H,21,A,0,2000,bountiful,Evening,1,3438,,NA,NA,NA,NA,2,2000.2
365,fall,1,"T,H",60,P,0,2000,main,Morning,2,3450,,NA,NA,NA,NA,2,2000.2
366,fall,1,"T,H",53,P,0,2000,main,Morning,2,3471,,NA,NA,NA,NA,2,2000.2
367,fall,2,"T,H",58,P,0,2000,main,Morning,2,3471,,NA,NA,NA,NA,2,2000.2
368,fall,1,"T,H",49,P,0,2000,main,Morning,2,3473,,NA,NA,NA,NA,2,2000.2
369,fall,10,H,26,A,0,2000,main,Evening,1,3560,Crim,3,0,0,0,2,2000.2
370,fall,70,H,29,A,0,2000,sandy,Evening,1,3560,Crim,3,0,0,0,2,2000.2
371,fall,1,"M,W,F",98,P,0,2000,main,Morning,3,3561,Crim,3,0,0,0,2,2000.2
372,fall,10,H,34,G,0,2000,main,Evening,1,3561,Crim,3,0,0,0,2,2000.2
373,fall,1,"M,W,F",54,A?,0,2004,main,Morning,3,3140,None,3,0,0,1,2,2004.2
374,fall,2,"T,H",46,P,0,2004,main,Morning,2,3140,None,3,0,0,1,2,2004.2
375,fall,70,W,37,P,0,2004,sandy,Evening,1,3140,None,3,0,0,1,2,2004.2
376,fall,1,"M,W,F",36,A,0,2004,main,Morning,3,3337,DV,3,2,1,0,2,2004.2
377,fall,2,"M,W,F",33,A,0,2004,main,Morning,3,3337,DV,3,2,1,0,2,2004.2
378,fall,1,"M,W,F",39,P,0,2004,main,Morning,3,3365,DV,3,2,1,0,2,2004.2
379,fall,70,T,41,A,0,2004,sandy,Evening,1,3380,DV,3,1,1,0,2,2004.2
380,fall,1,"T,H",28,P,0,2004,main,Morning,2,3436,Global,3,0,0,0,2,2004.2
381,fall,1,"M,W,F",55,A,0,2004,main,Morning,3,3438,,NA,NA,NA,NA,2,2004.2
382,fall,2,"T,H",50,A,0,2004,main,Morning,2,3438,,NA,NA,NA,NA,2,2004.2
383,fall,1,"T,H",51,P,0,2004,main,Morning,2,3450,,NA,NA,NA,NA,2,2004.2
384,fall,1,"M,W,F",55,P,0,2004,main,Morning,3,3471,,NA,NA,NA,NA,2,2004.2
385,fall,10,H,65,A,0,2004,main,Evening,1,3473,,NA,NA,NA,NA,2,2004.2
386,fall,1,"T,H",83,P,0,2004,main,Morning,2,3560,Crim,3,0,0,0,2,2004.2
387,fall,10,H,60,A,0,2004,main,Evening,1,3560,Crim,3,0,0,0,2,2004.2
388,fall,2,"T,H",65,P,0,2004,main,Morning,2,3561,Crim,3,0,0,0,2,2004.2
389,fall,70,H,46,A,0,2004,sandy,Evening,1,3561,Crim,3,0,0,0,2,2004.2
390,fall,2,"T,H",68,P,0,2004,main,Morning,2,3562,Crim,3,0,0,0,2,2004.2
391,fall,10,W,40,A,0,2004,main,Evening,1,3563,Crim,3,0,0,0,2,2004.2
392,fall,1,"T,H",57,P,0,2004,main,Afternoon,2,3565,Crim,3,0,1,0,2,2004.2
393,fall,1,TBA,12,A,0,2004,main,,2,3593,Crim,3,0,0,0,2,2004.2
394,fall,1,TBA,1,P,0,2004,main,,2,3950,,NA,NA,NA,NA,2,2004.2
395,fall,1,TBA,0,P,0,2004,main,,2,3952,,NA,NA,NA,NA,2,2004.2
396,fall,1,"M,W,F",136,A,1,2008,main,Morning,3,1010,None,4,0,0,1,2,2008.2
397,fall,2,"M,W,F",95,A,1,2008,main,Morning,3,1010,None,4,0,0,1,2,2008.2
398,fall,3,"T,H",66,A,1,2008,main,Morning,2,1010,None,4,0,0,1,2,2008.2
399,fall,4,"T,H",202,A,1,2008,main,Morning,2,1010,None,4,0,0,1,2,2008.2
400,fall,10,M,63,G,1,2008,main,Evening,1,1010,None,4,0,0,1,2,2008.2
401,fall,70,M,27,A,1,2008,sandy,Evening,1,1010,None,4,0,0,1,2,2008.2
402,fall,90,TBA,72,G,1,2008,online,,2,1015,None,2,0,0,1,2,2008.2
403,fall,1,"T,H",58,G,1,2008,main,Morning,2,1020,None,3,0,0,0,2,2008.2
404,fall,1,"M,W,F",20,G,0,2008,main,Morning,3,3020,None,3,0,0,0,2,2008.2
405,fall,1,"T,H",18,G,0,2008,main,Afternoon,2,3030,None,3,0,0,0,2,2008.2
406,fall,1,"M,W,F",49,A,0,2008,main,Morning,3,3040,,NA,NA,NA,NA,2,2008.2
407,fall,1,"M,W,F",16,A,0,2008,main,Morning,3,3111,None,3,0,0,1,2,2008.2
408,fall,2,"T,H",57,A,0,2008,main,Morning,2,3111,None,3,0,0,1,2,2008.2
409,fall,1,TBA,0,P,0,2011,main,,2,3877,,NA,NA,NA,NA,2,2011.2
410,fall,5,TBA,1,P,0,2011,main,,2,3877,,NA,NA,NA,NA,2,2011.2
411,fall,6,TBA,1,P,0,2011,main,,2,3877,,NA,NA,NA,NA,2,2011.2
412,fall,1,TBA,0,P,0,2011,main,,2,3950,,NA,NA,NA,NA,2,2011.2
413,fall,2,TBA,0,P,0,2011,main,,2,3950,,NA,NA,NA,NA,2,2011.2
414,fall,3,TBA,0,P,0,2011,main,,2,3950,,NA,NA,NA,NA,2,2011.2
415,fall,4,TBA,0,P,0,2011,main,,2,3950,,NA,NA,NA,NA,2,2011.2
416,fall,5,TBA,0,P,0,2011,main,,2,3950,,NA,NA,NA,NA,2,2011.2
417,fall,6,TBA,0,P,0,2011,main,,2,3950,,NA,NA,NA,NA,2,2011.2
418,fall,1,TBA,0,P,0,2011,main,,2,3951,,NA,NA,NA,NA,2,2011.2
419,fall,4,TBA,0,P,0,2011,main,,2,3951,,NA,NA,NA,NA,2,2011.2
420,fall,1,TBA,1,P,0,2011,main,,2,3952,,NA,NA,NA,NA,2,2011.2
421,fall,2,TBA,3,P,0,2011,main,,2,3952,,NA,NA,NA,NA,2,2011.2
422,fall,1,"T,H",17,P,0,2011,main,Morning,2,4085,,NA,NA,NA,NA,2,2011.2
423,fall,1,TBA,0,P,0,2011,main,,2,4693,,NA,NA,NA,NA,2,2011.2
424,fall,3,TBA,4,G,0,2011,main,,2,4693,,NA,NA,NA,NA,2,2011.2
425,fall,4,TBA,1,P,0,2011,main,,2,4693,,NA,NA,NA,NA,2,2011.2
426,fall,5,TBA,2,P,0,2011,main,,2,4693,,NA,NA,NA,NA,2,2011.2
427,fall,6,TBA,0,P,0,2011,main,,2,4693,,NA,NA,NA,NA,2,2011.2
428,fall,8,TBA,1,P,0,2011,main,,2,4693,,NA,NA,NA,NA,2,2011.2
429,fall,9,TBA,1,P,0,2011,main,,2,4693,,NA,NA,NA,NA,2,2011.2
430,fall,10,TBA,1,G,0,2011,main,,2,4693,,NA,NA,NA,NA,2,2011.2
431,fall,11,TBA,1,G,0,2011,main,,2,4693,,NA,NA,NA,NA,2,2011.2
432,fall,1,TBA,0,P,0,2011,main,,2,4999,,NA,NA,NA,NA,2,2011.2
433,fall,2,TBA,1,P,0,2011,main,,2,4999,,NA,NA,NA,NA,2,2011.2
434,fall,1,"M,W",0,P,0,2011,main,Morning,2,5120,,NA,NA,NA,NA,2,2011.2
435,fall,1,"M,W,F",3,A,0,2011,main,Morning,3,5440,,NA,NA,NA,NA,2,2011.2
436,fall,1,M,1,P,0,2011,main,Afternoon,1,5720,,NA,NA,NA,NA,2,2011.2
437,fall,1,"M,W,F",13,P,0,2008,main,Morning,3,3671,Pop,3,0,1,0,2,2008.2
438,fall,70,W,19,A,0,2008,sandy,Evening,1,3671,Pop,3,0,1,0,2,2008.2
439,fall,1,"M,W,F",47,G,0,2008,main,Morning,3,3673,Pop,3,2,0,0,2,2008.2
440,fall,1,"M,W,F",32,P,0,2008,main,Morning,3,3769,DV,3,1,0,0,2,2008.2
441,fall,1,TBA,0,P,0,2008,main,,2,3877,,NA,NA,NA,NA,2,2008.2
442,fall,1,TBA,0,P,0,2008,main,,2,3950,,NA,NA,NA,NA,2,2008.2
443,fall,1,TBA,0,P,0,2008,main,,2,3951,,NA,NA,NA,NA,2,2008.2
444,fall,1,TBA,0,P,0,2008,main,,2,3952,,NA,NA,NA,NA,2,2008.2
445,fall,1,TBA,0,P,0,2008,main,,2,4999,,NA,NA,NA,NA,2,2008.2
446,fall,1,"T,H",1,P,0,2008,main,Afternoon,2,5120,,NA,NA,NA,NA,2,2008.2
447,fall,1,W,0,P,0,2008,main,Afternoon,1,5965,,NA,NA,NA,NA,2,2008.2
448,fall,2,"M,W,F",165,A,1,2005,main,Morning,3,1010,None,4,0,0,1,2,2005.2
449,fall,3,"T,H",57,A,1,2005,main,Morning,2,1010,None,4,0,0,1,2,2005.2
450,fall,10,W,59,G,1,2005,main,Evening,1,1010,None,4,0,0,1,2,2005.2
451,fall,20,H,26,A,1,2005,bountiful,Evening,1,1010,None,4,0,0,1,2,2005.2
452,fall,70,T,39,A,1,2005,sandy,Evening,1,1010,None,4,0,0,1,2,2005.2
453,fall,1,"M,W,F",38,G,1,2005,main,Morning,3,1020,None,3,0,0,0,2,2005.2
454,fall,2,"T,H",54,A,1,2005,main,Afternoon,2,1020,None,3,0,0,0,2,2005.2
455,fall,1,"T,H",28,A,0,2005,main,Morning,2,3020,None,3,0,0,0,2,2005.2
456,fall,2,"T,H",57,A,0,2005,main,Morning,2,3020,None,3,0,0,0,2,2005.2
457,fall,20,W,22,A,0,2005,bountiful,Evening,1,3020,None,3,0,0,0,2,2005.2
458,fall,1,"M,W,F",30,G,0,2005,main,Morning,3,3030,None,3,0,0,0,2,2005.2
459,fall,2,"T,H",47,A,0,2005,main,Morning,2,3030,None,3,0,0,0,2,2005.2
460,fall,70,W,35,P,0,2005,sandy,Evening,1,3030,None,3,0,0,0,2,2005.2
461,fall,1,"M,W,F",58,P,0,2005,main,Morning,3,3111,None,3,0,0,1,2,2005.2
462,fall,2,"T,H",43,P,0,2005,main,Morning,2,3111,None,3,0,0,1,2,2005.2
463,fall,70,M,38,A,0,2005,sandy,Evening,1,3111,None,3,0,0,1,2,2005.2
464,fall,1,"M,W,F",38,P,0,2005,main,Morning,3,3112,None,4,2,0,1,2,2005.2
465,fall,2,"T,H",42,P,0,2005,main,Morning,2,3112,None,4,2,0,1,2,2005.2
466,fall,3,"T,H",40,P,0,2005,main,Morning,2,3112,None,4,2,0,1,2,2005.2
467,fall,10,H,35,G,0,2005,main,Evening,1,3112,None,4,2,0,1,2,2005.2
468,fall,1,"M,W,F",53,A,0,2005,main,Morning,3,3140,None,3,0,0,1,2,2005.2
469,fall,2,"M,W,F",43,A,0,2005,main,Morning,3,3140,None,3,0,0,1,2,2005.2
470,fall,1,"M,W,F",21,A,0,2005,main,Morning,3,3334,DV,3,0,0,0,2,2005.2
471,fall,1,"M,W,F",49,A,0,2005,main,Morning,3,3337,DV,3,2,1,0,2,2005.2
472,fall,2,"M,W,F",58,P,0,2005,main,Morning,3,3337,DV,3,2,1,0,2,2005.2
473,fall,1,"T,H",70,P,0,2005,main,Morning,2,3365,DV,3,2,1,0,2,2005.2
474,fall,20,T,26,A,0,2005,bountiful,Evening,1,3380,DV,3,1,1,0,2,2005.2
475,fall,1,"T,H",37,P,0,2005,main,Morning,2,3435,Global,3,0,0,0,2,2005.2
476,fall,1,"M,W,F",36,P,0,2005,main,Morning,3,3438,,NA,NA,NA,NA,2,2005.2
477,fall,2,"T,H",47,A,0,2005,main,Morning,2,3438,,NA,NA,NA,NA,2,2005.2
478,fall,70,M,36,A,0,2005,sandy,Evening,1,3438,,NA,NA,NA,NA,2,2005.2
479,fall,1,"T,H",57,P,0,2005,main,Morning,2,3471,,NA,NA,NA,NA,2,2005.2
480,fall,20,H,11,A,0,2005,bountiful,Evening,1,3471,,NA,NA,NA,NA,2,2005.2
481,fall,1,"T,H",50,P,0,2005,main,Morning,2,3473,,NA,NA,NA,NA,2,2005.2
482,fall,1,"M,W,F",10,P,0,2000,main,Morning,3,3435,Global,3,0,0,0,2,2000.2
483,fall,1,"M,W,F",51,A,0,2000,main,Morning,3,3437,,NA,NA,NA,NA,2,2000.2
484,fall,1,"M,W,F",62,P,0,2000,main,Morning,3,3438,,NA,NA,NA,NA,2,2000.2
485,fall,2,"M,W,F",29,A?,0,2004,main,Morning,3,3030,None,3,0,0,0,2,2004.2
486,fall,20,T,13,A,0,2004,bountiful,Evening,1,3030,None,3,0,0,0,2,2004.2
487,fall,1,"M,W,F",61,P,0,2004,main,Morning,3,3111,None,3,0,0,1,2,2004.2
488,fall,2,"T,H",32,A,0,2004,main,Afternoon,2,3111,None,3,0,0,1,2,2004.2
489,fall,20,H,11,A,0,2004,bountiful,Evening,1,3111,None,3,0,0,1,2,2004.2
490,fall,70,T,26,A,0,2004,sandy,Evening,1,3111,None,3,0,0,1,2,2004.2
491,fall,1,"M,W,F",40,P,0,2004,main,Morning,3,3112,None,4,2,0,1,2,2004.2
492,fall,2,"T,H",57,P,0,2004,main,Morning,2,3112,None,4,2,0,1,2,2004.2
493,fall,3,"M,W,F",43,P,0,2004,main,Morning,3,3112,None,4,2,0,1,2,2004.2
494,fall,1,TBA,0,P,0,2005,main,,2,3952,,NA,NA,NA,NA,2,2005.2
495,fall,1,"T,H",7,P,0,2005,main,Afternoon,2,3965,,NA,NA,NA,NA,2,2005.2
496,fall,10,W,46,A,0,2005,main,Evening,1,3965,,NA,NA,NA,NA,2,2005.2
497,fall,1,W,0,P,0,2005,main,Afternoon,1,5050,,NA,NA,NA,NA,2,2005.2
498,fall,1,H,0,P,0,2005,main,Afternoon,1,5720,,NA,NA,NA,NA,2,2005.2
499,fall,1,"T,H",231,A,1,2009,main,Morning,2,1010,None,4,0,0,1,2,2009.2
500,fall,1,"T,H",263,P,1,2012,main,Morning,2,1010,None,4,0,0,1,2,2012.2
501,fall,2,"M,W,F",159,P,1,2012,main,Morning,3,1010,None,4,0,0,1,2,2012.2
502,fall,60,T,24,G,1,2012,murray,Evening,1,1010,None,4,0,0,1,2,2012.2
503,fall,90,TBA,81,A,1,2012,online,,2,1010,None,4,0,0,1,2,2012.2
504,fall,90,TBA,118,G,1,2012,online,,2,1015,None,2,0,0,1,2,2012.2
505,fall,90,TBA,54,A,0,2012,online,,2,3020,None,3,0,0,0,2,2012.2
506,fall,1,"M,W,F",10,P,0,2012,main,Morning,3,3111,None,3,0,0,1,2,2012.2
507,fall,2,"M,W,F",9,P,0,2012,main,Morning,3,3111,None,3,0,0,1,2,2012.2
508,fall,70,W,23,A,0,2012,sandy,Evening,1,3111,None,3,0,0,1,2,2012.2
509,fall,90,TBA,50,P,0,2012,online,,2,3111,None,3,0,0,1,2,2012.2
510,fall,1,"T,H",53,G,0,2012,main,Morning,2,3112,None,4,2,0,1,2,2012.2
511,fall,10,T,77,G,0,2012,main,Evening,1,3112,None,4,2,0,1,2,2012.2
512,fall,90,TBA,63,G,0,2012,online,,2,3112,None,4,2,0,1,2,2012.2
513,fall,1,"T,H",70,P,0,2012,main,Morning,2,3140,None,3,0,0,1,2,2012.2
514,fall,70,M,12,A,0,2012,sandy,Evening,1,3140,None,3,0,0,1,2,2012.2
515,fall,90,TBA,51,A,0,2012,online,,2,3140,None,3,0,0,1,2,2012.2
516,fall,1,"T,H",62,P,0,2012,main,Morning,2,3337,DV,3,2,1,0,2,2012.2
517,fall,2,"T,H",7,P,0,2012,main,Morning,2,3337,DV,3,2,1,0,2,2012.2
518,fall,70,T,14,A,0,2012,sandy,Evening,1,3337,DV,3,2,1,0,2,2012.2
519,fall,90,TBA,34,A,0,2012,online,,2,3365,DV,3,2,1,0,2,2012.2
520,fall,1,"M,W,F",23,G,0,2012,main,Morning,3,3380,DV,3,1,1,0,2,2012.2
521,fall,1,"M,W,F",87,P,0,2012,main,Morning,3,3381,DV,3,1,0,0,2,2012.2
522,fall,1,"T,H",13,P,0,2012,main,Afternoon,2,3383,,NA,NA,NA,NA,2,2012.2
523,fall,1,TBA,9,G,0,2012,main,,2,3393,DV,3,0,0,0,2,2012.2
524,fall,90,TBA,28,G,0,2012,online,,2,3435,Global,3,0,0,0,2,2012.2
525,fall,1,"M,W,F",19,G,0,2012,main,Morning,3,3436,Global,3,0,0,0,2,2012.2
526,fall,1,"T,H",68,A,0,2012,main,Afternoon,2,3440,Global,3,0,0,0,2,2012.2
527,fall,90,TBA,69,A,0,2012,online,,2,3560,Crim,3,0,0,0,2,2012.2
528,fall,1,"M,W,F",50,A,0,2012,main,Morning,3,3561,Crim,3,0,0,0,2,2012.2
529,fall,90,TBA,66,P,0,2012,online,,2,3561,Crim,3,0,0,0,2,2012.2
530,fall,1,"M,W,F",87,P,0,2012,main,Morning,3,3562,Crim,3,0,0,0,2,2012.2
531,fall,90,TBA,40,P,0,2012,online,,2,3563,Crim,3,0,0,0,2,2012.2
532,fall,10,H,16,A,0,2012,main,Evening,1,3564,Crim,3,0,0,0,2,2012.2
533,fall,90,TBA,56,A,0,2012,online,,2,3567,Crim,3,0,0,0,2,2012.2
534,fall,1,"T,H",23,A,0,2012,main,Morning,2,3568,Crim,3,0,0,0,2,2012.2
535,fall,10,H,36,A,0,2012,main,Evening,1,3569,Crim,3,0,0,0,2,2012.2
536,fall,1,TBA,12,A,0,2012,main,,2,3593,Crim,3,0,0,0,2,2012.2
537,fall,70,H,4,G,0,2012,sandy,Evening,1,3638,Pop,3,0,1,0,2,2012.2
538,fall,1,"M,W,F",84,G,0,2012,main,Morning,3,3650,Pop,3,3,0,0,2,2012.2
539,fall,90,TBA,70,G,0,2012,online,,2,3673,Pop,3,2,0,0,2,2012.2
540,fall,1,TBA,0,P,0,2012,main,,2,3877,,NA,NA,NA,NA,2,2012.2
541,fall,2,TBA,0,P,0,2012,main,,2,3877,,NA,NA,NA,NA,2,2012.2
542,fall,3,TBA,1,P,0,2012,main,,2,3877,,NA,NA,NA,NA,2,2012.2
543,fall,5,TBA,1,P,0,2012,main,,2,3877,,NA,NA,NA,NA,2,2012.2
544,fall,6,TBA,2,P,0,2012,main,,2,3877,,NA,NA,NA,NA,2,2012.2
545,fall,1,TBA,0,P,0,2012,main,,2,3950,,NA,NA,NA,NA,2,2012.2
546,fall,2,TBA,0,P,0,2012,main,,2,3950,,NA,NA,NA,NA,2,2012.2
547,fall,3,TBA,2,P,0,2012,main,,2,3950,,NA,NA,NA,NA,2,2012.2
548,fall,4,TBA,0,P,0,2012,main,,2,3950,,NA,NA,NA,NA,2,2012.2
549,fall,5,TBA,0,P,0,2012,main,,2,3950,,NA,NA,NA,NA,2,2012.2
550,fall,6,TBA,0,P,0,2012,main,,2,3950,,NA,NA,NA,NA,2,2012.2
551,fall,1,TBA,0,P,0,2012,main,,2,3951,,NA,NA,NA,NA,2,2012.2
552,fall,2,TBA,0,P,0,2012,main,,2,3951,,NA,NA,NA,NA,2,2012.2
553,fall,3,TBA,0,P,0,2012,main,,2,3951,,NA,NA,NA,NA,2,2012.2
554,fall,4,TBA,3,P,0,2012,main,,2,3951,,NA,NA,NA,NA,2,2012.2
555,fall,1,TBA,0,P,0,2012,main,,2,3952,,NA,NA,NA,NA,2,2012.2
556,fall,2,TBA,6,P,0,2012,main,,2,3952,,NA,NA,NA,NA,2,2012.2
557,fall,1,"T,H",22,P,0,2012,main,Morning,2,4085,,NA,NA,NA,NA,2,2012.2
558,fall,1,"M,W,F",5,P,0,2012,main,Afternoon,3,4674,,NA,NA,NA,NA,2,2012.2
